,Children,Age,Income,Outage_sec_perweek,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Timely_Response,Timely_Fixes,Timely_Replacements,Reliability,Options,Respectful_Response,Courteous_Exchange,Active_Listening,Education_Associate_Degree,Education_Bachelor_Degree,Education_Doctorate_Degree,Education_GED_or_Alternative_Credential,Education_Master_Degree,Education_No_Schooling_Completed,Education_Nursery_School_to_8th_Grade,Education_Professional_School_Degree,Education_Regular_High_School_Diploma,Education_Some_College__1_or_More_Years__No_Degree,Education_Some_College__Less_than_1_Year,Employment_Part_Time,Employment_Retired,Employment_Student,Employment_Unemployed,Marital_Married,Marital_Never_Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Prefer_not_to_answer,Churn_Yes,Techie_Yes,Contract_One_year,Contract_Two_Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber_Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit_Card__auto,PaymentMethod_Electronic_Check,PaymentMethod_Mailed_Check
383,0.0,58.0,20204.74,16.44736363,0,17.6210362,150.1572904,1586.699491,3,3,2,5,4,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
389,1.0,84.0,37774.81,9.41434734,0,16.26037537,150.1969217,1580.43019,5,5,5,4,4,4,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0
392,3.0,72.0,81388.6,8.092785012,0,5.940902789,189.9928055,1167.271182,3,3,4,4,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0
394,2.0,81.0,11655.88,9.788853049,0,7.138784756,212.3704076,1500.69101,3,3,3,3,5,3,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0
402,3.0,20.0,24462.25,3.798903495,1,1.379696124,183.4727342,713.364269,3,3,5,3,6,2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0
414,1.0,39.0,33217.64,10.26835021,1,5.254442453,171.6024679,787.0962355,3,3,4,2,4,2,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0
418,4.0,74.0,57900.98,8.675269145,0,4.924623699,206.5911306,922.1362066,4,3,3,4,2,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0
421,2.0,29.0,24447.03,4.301415091,0,3.238699239,161.4575516,1143.685617,3,3,2,4,2,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
425,7.0,61.0,86453.08,9.681794623,0,7.218752772,230.5847149,1317.766231,3,2,4,5,2,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
426,3.0,61.0,31466.9,5.266000069,0,11.69875604,146.5523549,1189.578203,3,3,4,3,4,3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
429,4.0,48.0,13148.09,17.81714712,0,16.52138638,106.4136564,1568.47416,4,4,4,5,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0
436,2.0,28.0,10342.14,8.674433997,1,10.96319721,94.14049218,1270.217581,5,4,3,3,5,4,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1
437,1.0,26.0,23028.48,5.916161448,1,5.505247606,245.0835077,1339.709597,3,3,4,4,5,3,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0
439,2.0,43.0,31920.88,14.57585139,1,10.27782059,208.0529073,1400.834009,5,6,5,4,4,6,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0
441,2.0,48.0,119964.79,12.63904716,2,9.307770559,126.717048,1387.016004,3,4,5,2,4,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0
443,4.0,61.0,72129.01,10.1000318,2,7.262579715,267.2904049,1803.917571,4,4,4,4,3,3,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0
448,1.0,56.0,23382.74,8.738451342,0,4.85576672,127.7491905,1060.026737,3,3,3,4,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
451,0.0,62.0,93039.69,6.708600496,0,3.470685398,179.451412,573.9920618,1,2,2,5,2,4,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0
452,0.0,67.0,37852.37,34.87548252,0,1.914386255,162.7778238,272.9823095,4,3,3,3,4,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
458,1.0,36.0,10466.23,7.633691416,0,5.440398012,112.5529608,589.9932647,3,4,3,4,4,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0
464,4.0,36.0,7953.27,10.72338702,1,3.179043613,183.2975992,744.2470872,3,4,2,4,2,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0
465,0.0,18.0,101000.3,38.25823571,1,14.58066686,176.937371,2023.519366,5,5,4,2,5,4,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
480,10.0,32.0,6958.83,6.942865291,0,28.79864005,181.8789453,3143.245184,1,2,2,3,2,2,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
487,3.0,34.0,46533.08,10.67115527,0,2.640977982,166.1706825,522.7315686,3,2,4,3,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
490,2.0,68.0,4102.64,14.15867388,1,2.012075635,130.4492186,565.3167155,4,4,3,3,3,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0
493,4.0,79.0,75276.52,4.022550623,0,15.56741347,233.0426328,1972.725118,5,5,4,5,3,3,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0
494,1.0,49.0,78129.73,3.446062233,0,12.75071284,180.7033812,1427.321538,4,3,3,1,5,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0
503,4.0,81.0,38866.92,10.89884039,1,4.806882153,241.3339342,1047.361909,3,4,3,3,3,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0
506,1.0,31.0,50643.95,8.53558574,2,18.76976086,139.2912908,2329.912456,4,3,4,3,4,3,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
507,3.0,48.0,4803.58,7.675366547,0,13.04542381,110.8094471,1163.407505,4,3,3,5,3,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
511,1.0,58.0,146494.7,8.749000467,0,8.792119046,91.94775013,1216.325478,3,3,3,3,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
515,1.0,59.0,59158.79,6.400671696,0,13.17859958,174.0196784,1581.016214,2,3,2,2,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1
537,4.0,41.0,34228.9,13.97379214,0,9.450195459,169.7036004,1163.701618,3,2,2,3,3,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1
539,1.0,40.0,21654.51,12.10835036,0,3.564836875,121.621394,626.5880936,4,4,2,2,5,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0
540,0.0,77.0,36121.33,7.834928702,0,1.815836226,179.3851799,369.7619068,3,3,3,4,4,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
542,0.0,53.0,20957.58,7.170430955,0,7.349620762,238.1521804,1164.240281,3,3,3,5,4,3,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0
545,1.0,59.0,21663.69,11.86245355,0,1.597765127,139.4923139,775.0343206,4,4,3,3,4,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0
546,3.0,26.0,12924.08,14.51008801,1,8.054118994,199.6637415,1808.311421,5,4,5,4,2,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0
548,3.0,27.0,31006.39,14.43542152,0,22.76986341,197.550937,2847.700412,4,4,3,4,4,5,4,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1
553,3.0,52.0,86411.28,6.3277546,1,10.40161068,203.1916122,1883.962411,3,3,5,3,3,4,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0
556,0.0,59.0,19942.74,9.707994707,1,12.85397739,104.5515337,1215.114995,4,4,4,4,2,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
559,0.0,88.0,33165.9,12.46418732,1,6.013261132,219.0158023,851.1414085,5,5,3,7,2,6,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0
564,1.0,43.0,54674.22,8.697793202,0,1.375013189,134.3371378,338.2592054,2,3,3,4,4,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
570,1.0,34.0,65191.79,9.802627267,0,10.81527088,164.4242271,1305.953642,4,4,4,3,6,4,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0
572,6.0,83.0,23022.97,11.35490876,0,6.956508263,220.4914033,1631.872719,3,3,3,2,4,3,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0
574,3.0,79.0,73378.99,7.124397557,0,6.786723844,160.488807,957.753476,3,4,3,1,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0
579,4.0,26.0,15518.51,9.647901047,2,5.884557067,229.763463,1252.155771,5,5,4,4,3,5,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0
599,4.0,66.0,15253.93,9.844970162,0,17.28022598,205.8672445,1929.06738,3,4,4,3,4,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0
603,0.0,73.0,55081.63,8.280898385,0,16.18199957,152.3181988,1602.254193,3,4,5,1,5,3,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
610,1.0,89.0,51090.87,13.20713626,0,12.3848312,169.0529335,1321.193696,4,4,3,4,3,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0
612,2.0,46.0,48137.75,11.32181717,0,10.03212915,135.0692532,986.2673645,3,5,5,4,2,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
616,0.0,51.0,27537.94,5.749549023,1,3.484000437,185.0100869,1138.169594,2,3,3,2,6,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1
617,0.0,65.0,8690.46,12.48337891,0,5.770302149,182.4216382,829.9759818,3,3,4,4,3,4,4,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0
622,2.0,34.0,37552.96,12.73693002,0,6.143856241,173.306468,1035.02733,5,5,4,1,5,3,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
632,0.0,55.0,22322.51,12.45330856,1,12.36979696,140.4631045,1241.892931,3,2,2,3,4,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0
634,0.0,80.0,61436.18,8.121239615,0,3.769989038,242.596623,857.6130334,4,4,4,5,3,4,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0
635,1.0,36.0,83705.06,7.602481978,0,9.126959742,154.2263116,1640.244176,3,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0
651,2.0,50.0,40667.47,7.362684537,0,10.57261422,162.0033494,1243.478237,5,3,5,4,2,4,3,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
652,1.0,46.0,29876.17,9.829175787,0,5.260136013,246.9122595,1502.677072,2,2,4,4,1,5,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1
653,3.0,40.0,22790.72,11.38443892,0,28.38835566,163.8925033,3249.417944,3,4,3,4,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0
655,1.0,68.0,94520.02,2.199486731,0,7.243986575,146.170473,708.0622854,5,4,5,3,4,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
656,4.0,82.0,172884.11,7.276379259,1,1.876407503,183.615716,1075.001724,2,2,2,4,1,4,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0
662,0.0,48.0,70806.33,15.15448873,0,10.28281832,120.0674764,1200.853937,3,3,3,3,4,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
664,1.0,33.0,50601.07,9.496479884,0,11.34954445,141.9458102,1766.503802,3,4,4,3,3,5,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0
673,2.0,84.0,37376.03,11.01733717,0,15.92219451,254.8160254,1986.939234,5,5,4,3,3,5,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0
675,2.0,86.0,72436.33,7.823406029,0,9.85591776,169.8450586,1014.45747,3,4,4,4,3,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0
680,1.0,76.0,114609.0,8.226637607,1,7.320050181,92.53947933,954.4058631,5,4,5,3,4,3,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
689,2.0,30.0,5850.56,8.690515303,0,5.78988794,193.7731237,1503.682743,5,6,6,3,2,6,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0
692,0.0,77.0,53562.86,8.27490511,0,18.92157073,151.8186417,1813.614194,3,3,3,5,3,5,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0
694,1.0,20.0,62952.13,14.13299958,1,28.93788212,124.2007589,2580.979643,5,6,6,4,2,6,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0
697,6.0,82.0,26785.51,14.82462508,3,1.338441957,182.2400548,491.8773506,5,4,6,3,3,5,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1
699,1.0,38.0,65056.0,9.829250054,1,10.56061324,201.5004243,1252.81737,3,3,3,4,4,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
700,10.0,81.0,62921.94,10.78938873,0,9.84141211,116.5530052,1511.1388,4,5,3,3,4,3,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
706,2.0,78.0,11583.37,15.74060426,0,13.57977305,278.0862506,1780.791626,2,1,1,5,2,1,2,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1
707,3.0,80.0,16852.05,9.298706525,0,3.520675631,172.9325588,700.0569426,3,4,3,3,4,3,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
708,4.0,38.0,68180.35,8.346044698,1,10.49916723,196.3989619,1924.891176,4,4,5,3,2,5,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0
712,0.0,18.0,23775.33,11.33048149,1,3.976305626,150.2657463,743.4780761,3,2,4,4,4,3,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
717,0.0,73.0,42305.68,6.639349397,0,13.85187885,146.9278395,1716.888034,5,5,4,2,4,3,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
718,2.0,76.0,18301.98,14.53417972,1,9.472450618,205.1577729,1114.13669,3,3,3,5,2,4,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0
719,1.0,80.0,46647.99,12.96475332,1,6.636312277,126.1584475,718.0624099,5,4,5,4,4,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1
726,0.0,31.0,37772.16,12.74683901,1,8.458573247,157.1363191,908.0504522,4,4,4,2,4,3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0
727,4.0,44.0,53135.08,2.032863677,1,8.508626757,128.9891665,1449.202089,3,4,3,4,2,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
734,4.0,89.0,24865.85,8.163296262,0,7.599617029,183.9035336,920.3847194,2,2,3,4,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0
736,2.0,81.0,48226.58,5.69177566,0,4.803306414,219.645638,857.7406243,3,2,2,4,4,2,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1
739,0.0,88.0,46988.4,7.763910473,0,1.650263525,145.6515351,248.179366,5,4,5,5,3,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
745,1.0,50.0,3563.55,8.188533304,0,9.539962975,158.5902085,1535.462356,2,2,3,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
754,3.0,84.0,9994.08,14.19476539,2,6.343374736,245.3513519,1207.841461,3,2,3,4,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
758,4.0,74.0,17520.23,5.132959921,1,3.248169927,163.1794446,991.7633623,4,4,3,5,3,2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
759,5.0,76.0,15615.89,4.021371244,1,6.248150471,123.8385395,580.5443061,4,4,3,4,4,5,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
769,3.0,78.0,9297.37,13.75838032,0,4.332134531,156.7379852,427.3743388,4,5,4,1,6,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
772,0.0,41.0,78642.15,11.71354382,0,8.446160069,103.1638296,886.3435693,3,3,2,5,2,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0
773,1.0,29.0,11408.67,9.338230188,0,3.990895779,135.5929059,598.4998978,6,6,6,2,4,3,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
775,3.0,89.0,15872.36,8.115805151,0,16.97529426,150.2736083,1657.822806,4,3,3,4,3,3,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1
776,3.0,30.0,30446.44,10.63040088,0,25.77611616,183.0852039,2593.301866,2,2,2,4,4,1,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0
778,2.0,87.0,18455.86,10.14463584,0,6.49110882,129.2816231,752.9918959,3,2,3,2,7,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0
783,2.0,72.0,112245.07,9.115606227,1,5.84055678,192.6258545,780.3612617,3,5,4,3,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1
